task,seed,method,budget,hidden_cosine,all_cosine,residual
nonlinear,1216,pcalm,16,0.822333455894162,0.7927715866341871,0.08161080704394064
nonlinear,1216,pcalm,32,0.8772252213539474,0.8554623827910438,0.06410197711727597
nonlinear,1217,pcalm,1,0.8968953583975677,0.48332824039442024,0.025453911738656524
nonlinear,1217,pcalm,2,0.9024517900286667,0.5529628071545707,0.04361240511977634
nonlinear,1217,pcalm,4,0.9082401212333737,0.6570804873685413,0.06559564259252079
nonlinear,1217,pcalm,8,0.9085489348503284,0.7726807586505363,0.08006770645001973
nonlinear,1217,pcalm,16,0.9000089294728926,0.8451814342517798,0.07579758137004781
nonlinear,1217,pcalm,32,0.9322331976501577,0.9115846262719713,0.05595149657036563
nonlinear,1218,pcalm,1,0.8717262244220348,0.5289730030779507,0.02981206170902565
nonlinear,1218,pcalm,2,0.8778533575291532,0.5954460125331101,0.04984262297621394
nonlinear,1218,pcalm,4,0.8765352017241927,0.7007072716348278,0.07230046826096943
nonlinear,1218,pcalm,8,0.8518393050094877,0.7883339211766192,0.08591744949510324
nonlinear,1218,pcalm,16,0.8286365955273728,0.8107020316110495,0.0831810597252593
nonlinear,1218,pcalm,32,0.880937783213187,0.867785262745689,0.06661535745751729
nonlinear,1219,pcalm,1,0.8725313569507562,0.5419248245305092,0.025383949766110202
nonlinear,1219,pcalm,2,0.8786516516846121,0.5974635902942871,0.043070563370842176
nonlinear,1219,pcalm,4,0.8790506468587378,0.6862805729847541,0.06423975859271816
nonlinear,1219,pcalm,8,0.8607850249748585,0.779497679815914,0.07917581382931213
nonlinear,1219,pcalm,16,0.8374159481075377,0.8231370299574585,0.07672181405253306
nonlinear,1219,pcalm,32,0.8742564604219882,0.8758856467710572,0.056829596719949936
nonlinear,1200,shuffle,1,0.7596711924286992,0.49188683717134307,0.026894872744130032
nonlinear,1200,shuffle,2,0.7766300209249857,0.542115779730855,0.04517199552639287
nonlinear,1200,shuffle,4,0.7989555425937007,0.6260538927182542,0.06636627618518265
nonlinear,1200,shuffle,8,0.8169257813523757,0.7301464980921043,0.08046689425427822
nonlinear,1200,shuffle,16,0.8256793153109618,0.793916234229537,0.0811828001400331
nonlinear,1200,shuffle,32,0.8650257786334046,0.8466312130916186,0.0756431452651028
nonlinear,1201,shuffle,1,0.8572342311506068,0.4638782919554838,0.027714298436082408
nonlinear,1201,shuffle,2,0.8646845373510335,0.5307678377422018,0.04707661365942615
nonlinear,1201,shuffle,4,0.868462033987561,0.6271772698392958,0.07006287828816435
nonlinear,1201,shuffle,8,0.8535711629740433,0.7263017816158743,0.08598267882959018
nonlinear,1201,shuffle,16,0.8365809087270509,0.7859293226300866,0.0855525708572068
nonlinear,1201,shuffle,32,0.8831998647852647,0.8544689617624738,0.07937637441108193
nonlinear,1202,shuffle,1,0.8210555813132329,0.5728234085837379,0.03245626962892825
nonlinear,1202,shuffle,2,0.8293421936712054,0.6183663211717286,0.053323259502222574
nonlinear,1202,shuffle,4,0.8268685725930894,0.6878043373643952,0.07572888878164402
nonlinear,1202,shuffle,8,0.7985120229513897,0.7473800662424949,0.0885779278864233
nonlinear,1202,shuffle,16,0.7844568883109979,0.7718629012245533,0.08554370597735256
nonlinear,1202,shuffle,32,0.8236571343097457,0.8146068219050449,0.07773831391391764
nonlinear,1203,shuffle,1,0.79273058609538,0.4274481523224873,0.03286651013096342
nonlinear,1203,shuffle,2,0.8032772396147224,0.48843303472598926,0.05313624337375435
nonlinear,1203,shuffle,4,0.8140969919251604,0.5759526486768463,0.07383416644076533
nonlinear,1203,shuffle,8,0.8183266086360693,0.6768370517316474,0.08403445997028716
nonlinear,1203,shuffle,16,0.8128390650718876,0.7525193550601479,0.07987245276075133
nonlinear,1203,shuffle,32,0.8481781624184576,0.8223799196755676,0.07116218234228028
nonlinear,1204,shuffle,1,0.838361593925866,0.5355882737538297,0.030527094261850303
nonlinear,1204,shuffle,2,0.845748345514071,0.5880461458317996,0.05092563839061619
nonlinear,1204,shuffle,4,0.848327329169318,0.6634032995954431,0.07347427479192993
nonlinear,1204,shuffle,8,0.8372530816038668,0.7425148101106951,0.08563319320965591
nonlinear,1204,shuffle,16,0.8223582164506466,0.7862305898095981,0.0815612535302481
nonlinear,1204,shuffle,32,0.8470496112408299,0.8230969679403017,0.07261724728367093
nonlinear,1205,shuffle,1,0.8538661278925848,0.478860624033727,0.025110808199247582
nonlinear,1205,shuffle,2,0.8616618632833679,0.5530681512564063,0.042500758194483575
nonlinear,1205,shuffle,4,0.8644642514966742,0.660993901632683,0.06323976988223605
nonlinear,1205,shuffle,8,0.8524981596222895,0.7594412344393852,0.0777877303796357
nonlinear,1205,shuffle,16,0.8456443762518177,0.8124748365721617,0.07505412560376587
nonlinear,1205,shuffle,32,0.8843731350434592,0.8711691160608638,0.0636008084013393
nonlinear,1206,shuffle,1,0.5760509415579763,0.41618082856126715,0.03834791049179584
nonlinear,1206,shuffle,2,0.6019687290163248,0.4443817592479081,0.06242082885126672
nonlinear,1206,shuffle,4,0.6419696115125465,0.4958866527115745,0.0865248639050728
nonlinear,1206,shuffle,8,0.6826228922780221,0.5817830501029335,0.09790961306483344
nonlinear,1206,shuffle,16,0.7133567401110793,0.6575315523955304,0.09944435667261681
nonlinear,1206,shuffle,32,0.8060307724112168,0.7554936584396326,0.09507886215061792
nonlinear,1207,shuffle,1,0.8206582785756514,0.5349875245846369,0.028158067020715192
nonlinear,1207,shuffle,2,0.8321762467281557,0.5801354307681359,0.04777680411122658
nonlinear,1207,shuffle,4,0.8455065617987428,0.6552899094466922,0.07094209535652227
nonlinear,1207,shuffle,8,0.8521244815138024,0.7547843901747585,0.0862026850383053
nonlinear,1207,shuffle,16,0.8562234392131949,0.8253155615703958,0.08170237841154382
nonlinear,1207,shuffle,32,0.9027197064144892,0.8904984982050459,0.06470721079129381
nonlinear,1208,shuffle,1,0.6973746552067795,0.4189311476245144,0.03223378006843837
nonlinear,1208,shuffle,2,0.7153243240798056,0.4650056089950537,0.05131568634821438
nonlinear,1208,shuffle,4,0.7348760224926469,0.5428596672343398,0.0705685411108816
nonlinear,1208,shuffle,8,0.7473666563226197,0.6386710246075944,0.08260231084930851
nonlinear,1208,shuffle,16,0.7722656487642781,0.7265664089818968,0.08131637526530208
nonlinear,1208,shuffle,32,0.8463147921808944,0.8209060032424146,0.07082258072556256
nonlinear,1209,shuffle,1,0.9111030458765811,0.5167895778587392,0.036349127821107004
nonlinear,1209,shuffle,2,0.9149234441075843,0.6004575559930849,0.05899836154345255
nonlinear,1209,shuffle,4,0.9161870497258995,0.7174933785971327,0.08178325125420371
nonlinear,1209,shuffle,8,0.9073077750228957,0.8112427622174652,0.0920131169148511
nonlinear,1209,shuffle,16,0.8871424541272265,0.8424373757713454,0.08991266461650049
nonlinear,1209,shuffle,32,0.890423621911397,0.864016054129214,0.0874743985901475
nonlinear,1210,shuffle,1,0.8543812692579048,0.5589397078058058,0.031028224665070686
nonlinear,1210,shuffle,2,0.8618924459283437,0.6216606385421096,0.053035357069081114
nonlinear,1210,shuffle,4,0.8673225229384879,0.7145724407742848,0.07942496777969861
nonlinear,1210,shuffle,8,0.8550439641847839,0.7761157424599802,0.0970472434050965
nonlinear,1210,shuffle,16,0.8143073696178031,0.7734603761629837,0.09621487131437481
nonlinear,1210,shuffle,32,0.8375211545157835,0.8037578444134934,0.09140454630162147
nonlinear,1211,shuffle,1,0.7461065146374126,0.5300105880276484,0.026897703124720444
nonlinear,1211,shuffle,2,0.7620449581927836,0.5706642934833577,0.04474751607299656
nonlinear,1211,shuffle,4,0.7781550324403788,0.6287334855103126,0.06475857069302969
nonlinear,1211,shuffle,8,0.7811243089665375,0.6891685274283547,0.07781967080995625
nonlinear,1211,shuffle,16,0.7808483669994266,0.7309373829940866,0.08016656500134774
nonlinear,1211,shuffle,32,0.826939579767535,0.7901646428797138,0.07662715118238066
nonlinear,1212,shuffle,1,0.8669400839808596,0.5259256515339259,0.02549421735627144
nonlinear,1212,shuffle,2,0.8759236811311384,0.5938051506755921,0.04286062163000241
nonlinear,1212,shuffle,4,0.8825002589939855,0.7054483793525196,0.0633140423036105
nonlinear,1212,shuffle,8,0.8790155211252314,0.812077688118474,0.07760354182427426
nonlinear,1212,shuffle,16,0.8778148215731768,0.854161167787717,0.07471457350800599
nonlinear,1212,shuffle,32,0.9095698299375725,0.8943852189955838,0.06419496364195094
nonlinear,1213,shuffle,1,0.7658630632791853,0.4551450312847865,0.037316086483632875
nonlinear,1213,shuffle,2,0.7816406914513252,0.5116301626198504,0.0606391673362027
nonlinear,1213,shuffle,4,0.795634176802158,0.5952449540816473,0.08499820716049757
nonlinear,1213,shuffle,8,0.790598186544685,0.6729169400172754,0.09933688952897239
nonlinear,1213,shuffle,16,0.7745880354604259,0.712375349379195,0.0990913752266536
nonlinear,1213,shuffle,32,0.8016690276885392,0.7681509691178867,0.09469795596617739
nonlinear,1214,shuffle,1,0.7580934600689547,0.5491092837074175,0.026036923263215384
nonlinear,1214,shuffle,2,0.7734216723887949,0.585146391469028,0.043723040414248966
nonlinear,1214,shuffle,4,0.7874644407273985,0.6466959808160543,0.06437574535980121
nonlinear,1214,shuffle,8,0.7884627122126033,0.7267391236201897,0.07875121722595864
nonlinear,1214,shuffle,16,0.7900353496084197,0.7838607928319923,0.076586204573911
nonlinear,1214,shuffle,32,0.8409578434217617,0.8455894304003837,0.06591215603199252
nonlinear,1215,shuffle,1,0.821318707727025,0.5458706008970995,0.026879709141331126
nonlinear,1215,shuffle,2,0.8316196015323051,0.5946894034204933,0.04541424494206731
nonlinear,1215,shuffle,4,0.8360903552757561,0.6768879489967449,0.06739361249570659
nonlinear,1215,shuffle,8,0.8226818381925396,0.7617523915270553,0.0827057299514353
nonlinear,1215,shuffle,16,0.8117091737546722,0.795790944120969,0.08102781835029137
nonlinear,1215,shuffle,32,0.8578438485200697,0.8493755513627184,0.07241449379148951
nonlinear,1216,shuffle,1,0.8123807380339122,0.5343809612847212,0.030343107898727937
nonlinear,1216,shuffle,2,0.8238368808989106,0.6026467486065705,0.050777736222981054
nonlinear,1216,shuffle,4,0.8291915159824288,0.6962302929723285,0.07383981674703863
nonlinear,1216,shuffle,8,0.8159158339570166,0.755418684318544,0.08704506719665958
nonlinear,1216,shuffle,16,0.8170787256103278,0.7896719662556013,0.08286407756215526
nonlinear,1216,shuffle,32,0.8668303504226152,0.8440215324588345,0.07637143245816627
nonlinear,1217,shuffle,1,0.8865319641253183,0.49084121236123224,0.025453911738656524
nonlinear,1217,shuffle,2,0.8946261313653792,0.5656909076679524,0.04344888562577043
nonlinear,1217,shuffle,4,0.9045131434871313,0.673001087359275,0.06500327268902537
nonlinear,1217,shuffle,8,0.9088331479469135,0.7844886894130004,0.07913769254794922
nonlinear,1217,shuffle,16,0.8991182622942133,0.8489789105680741,0.07646069257947091
nonlinear,1217,shuffle,32,0.9244987583159379,0.9051975687112852,0.06429567656056824
nonlinear,1218,shuffle,1,0.8657359923944725,0.5281223686984279,0.02981206170902565
nonlinear,1218,shuffle,2,0.8718636897200767,0.5940154576581195,0.049848961655001855
nonlinear,1218,shuffle,4,0.8702417522834115,0.6984623296948598,0.07227368089155504
nonlinear,1218,shuffle,8,0.8448699504236862,0.7840662223354319,0.08566460942021313
nonlinear,1218,shuffle,16,0.8175695764593797,0.8014668705597142,0.08424447480453061
nonlinear,1218,shuffle,32,0.858337236080071,0.8466796233191826,0.0783619002168116
nonlinear,1219,shuffle,1,0.8658251602725808,0.5415242585969394,0.025383949766110202
nonlinear,1219,shuffle,2,0.8732767066837038,0.5966190443631424,0.04300980659869053
nonlinear,1219,shuffle,4,0.8740308627789175,0.6846679814557529,0.06411747179687216
nonlinear,1219,shuffle,8,0.8537646557215033,0.7758631380170506,0.07921962380088858
nonlinear,1219,shuffle,16,0.8260914356548823,0.8139016483431776,0.07866046185637421
nonlinear,1219,shuffle,32,0.8558729800311083,0.8583390497208689,0.06878055633567035
nonlinear,1200,tp,1,0.7570166187910176,0.49169452652363843,0.026894872744130032
nonlinear,1200,tp,2,0.7721916735063368,0.5418232632384029,0.04516310437274339
nonlinear,1200,tp,4,0.7930386673499468,0.625563070134759,0.06621025570146398
nonlinear,1200,tp,8,0.8125744880225101,0.7293740818678217,0.07988486959086442
nonlinear,1200,tp,16,0.829477792963363,0.7968308111635911,0.08068118393542141
nonlinear,1200,tp,32,0.8810520730438455,0.8602321909400431,0.0715666893272355
nonlinear,1201,tp,1,0.8547498637263212,0.4663460874770052,0.027714298436082408
nonlinear,1201,tp,2,0.8590302783091338,0.5352813852764922,0.04688871974104552
nonlinear,1201,tp,4,0.8592519473406356,0.6331619078926928,0.06921757874540939
nonlinear,1201,tp,8,0.8442332382988755,0.729216669573448,0.08403616417426392
nonlinear,1201,tp,16,0.8307842895027368,0.785000867108721,0.08413646415005178
nonlinear,1201,tp,32,0.8800558774190286,0.8559868223436494,0.0745775254289045
nonlinear,1202,tp,1,0.8190780643263571,0.5727495738332651,0.03245626962892825
nonlinear,1202,tp,2,0.8255498308140209,0.6181346148118169,0.053191941019933485
nonlinear,1202,tp,4,0.8226155904927556,0.6871073174750284,0.07522456815876953
nonlinear,1202,tp,8,0.7925004668643619,0.7446770254611527,0.08796934593527783
nonlinear,1202,tp,16,0.7731572356500671,0.7638820495887692,0.08559699487684524
nonlinear,1202,tp,32,0.8258698125806669,0.8183652957902877,0.07689104917455844
nonlinear,1203,tp,1,0.7877407452741169,0.4384855016208154,0.03286651013096342
nonlinear,1203,tp,2,0.8047575455379856,0.5061843050656456,0.05277757033644907
nonlinear,1203,tp,4,0.8236546671976649,0.5982192546214322,0.07273559122226739
nonlinear,1203,tp,8,0.8346377733972995,0.6993062514574985,0.08238919101247584
nonlinear,1203,tp,16,0.8360160991830317,0.7766861466173912,0.07869857045485303
nonlinear,1203,tp,32,0.8746641664102878,0.8491397841900443,0.06722982379505475
nonlinear,1204,tp,1,0.8385759500203551,0.5368708619779704,0.030527094261850303
nonlinear,1204,tp,2,0.8470499439922273,0.5906315000240684,0.050557946083787664
nonlinear,1204,tp,4,0.8517523376133703,0.6683496712011648,0.07221963331098288
nonlinear,1204,tp,8,0.842599222169784,0.7499471335887958,0.08396315001030746
nonlinear,1204,tp,16,0.8354621746413324,0.8008557764918567,0.08072532866899586
nonlinear,1204,tp,32,0.8766104539035798,0.8544087891806159,0.07085069099370357
nonlinear,1205,tp,1,0.8518009003634809,0.4796096201320827,0.025110808199247582
nonlinear,1205,tp,2,0.857094278868282,0.554426488419039,0.04245140147622376
nonlinear,1205,tp,4,0.8581909435789119,0.6617427156953248,0.06289168517355294
nonlinear,1205,tp,8,0.8455460241262804,0.7552771453547293,0.07687737223998872
nonlinear,1205,tp,16,0.8326679385725354,0.7994739318212062,0.07528366212945466
nonlinear,1205,tp,32,0.8688449067518472,0.8559758207058286,0.06562667565541387
nonlinear,1206,tp,1,0.5734723017000692,0.4193589053053803,0.03834791049179584
nonlinear,1206,tp,2,0.6099754085781994,0.45347718080716537,0.06200172696433555
nonlinear,1206,tp,4,0.6700788291371302,0.5210837809606788,0.08495051025765248
nonlinear,1206,tp,8,0.741961077232178,0.6355655758970612,0.09507337854365763
nonlinear,1206,tp,16,0.799936234298312,0.7370474299929639,0.0946997737771717
nonlinear,1206,tp,32,0.8838643295043889,0.8339326959505449,0.08463349579061985
nonlinear,1207,tp,1,0.8187723317658997,0.5333180174792677,0.028158067020715192
nonlinear,1207,tp,2,0.8259563447610492,0.5764328858240154,0.04771988984443138
nonlinear,1207,tp,4,0.8325102212131257,0.6469640522710386,0.07055523555483777
nonlinear,1207,tp,8,0.8301282468011175,0.737688615668264,0.08486819872852727
nonlinear,1207,tp,16,0.823977837514859,0.7977853888174384,0.08172255284504906
nonlinear,1207,tp,32,0.8637343289907058,0.8531959626363254,0.074832103008002
nonlinear,1208,tp,1,0.6904110900230511,0.42534559132919647,0.03223378006843837
nonlinear,1208,tp,2,0.7211380313334086,0.47696741598169684,0.05088372454642703
nonlinear,1208,tp,4,0.7590433133487187,0.5639150591496634,0.0693678629893119
nonlinear,1208,tp,8,0.7869981852798582,0.6716932311972418,0.08093798734822169
nonlinear,1208,tp,16,0.8147476975647439,0.7628264180134501,0.0801585708014592
nonlinear,1208,tp,32,0.8726342469398956,0.8421520940592742,0.07215760177503121
nonlinear,1209,tp,1,0.9098258262930196,0.5082207841917858,0.036349127821107004
nonlinear,1209,tp,2,0.9141678599820766,0.5856052132180438,0.05920418518409828
nonlinear,1209,tp,4,0.9176712718448624,0.6995521312853162,0.08242138959343155
nonlinear,1209,tp,8,0.913650243470467,0.802026684222518,0.09303570881009303
nonlinear,1209,tp,16,0.9020000039754054,0.8490015646790688,0.0898111370913511
nonlinear,1209,tp,32,0.9186017509335026,0.8888296796227514,0.0828596392968503
nonlinear,1210,tp,1,0.8576146672318248,0.5609420428637925,0.031028224665070686
nonlinear,1210,tp,2,0.8636455193953131,0.6254614805956134,0.052837520132727175
nonlinear,1210,tp,4,0.8668086508748121,0.7199955888226267,0.0785640361024334
nonlinear,1210,tp,8,0.8532253573060571,0.781544096403018,0.09499506768149636
nonlinear,1210,tp,16,0.8258640439494188,0.7891493856717097,0.09264787514655771
nonlinear,1210,tp,32,0.8869829652848542,0.8539362475321425,0.08304015068809742
nonlinear,1211,tp,1,0.7438743285510874,0.5280532448266441,0.026897703124720444
nonlinear,1211,tp,2,0.7574052085031551,0.5673312818396756,0.0448506380959429
nonlinear,1211,tp,4,0.7747778289330365,0.6246560257040389,0.06476009955981246
nonlinear,1211,tp,8,0.7852626002971227,0.6891871630339925,0.07746793166674258
nonlinear,1211,tp,16,0.7932336134900887,0.7394680177171635,0.08011855366609295
nonlinear,1211,tp,32,0.8475151116920658,0.8073059842947894,0.07450295813681691
nonlinear,1212,tp,1,0.8636175554863884,0.5266926564123294,0.02549421735627144
nonlinear,1212,tp,2,0.8689408615359501,0.5948253421551255,0.04282399326940959
nonlinear,1212,tp,4,0.8717281865265584,0.704806881246455,0.06304938243031853
nonlinear,1212,tp,8,0.8663736179532793,0.8056212545502301,0.07694041008773865
nonlinear,1212,tp,16,0.8652780374262519,0.8435026178986039,0.07474608681166371
nonlinear,1212,tp,32,0.9014359343273862,0.885402964121929,0.06502666358709473
nonlinear,1213,tp,1,0.7645643099795107,0.4515332804263525,0.037316086483632875
nonlinear,1213,tp,2,0.7776005869178735,0.5048091960639859,0.06063451964685213
nonlinear,1213,tp,4,0.788365579826056,0.5848005181415302,0.08487431514906836
nonlinear,1213,tp,8,0.784242915616025,0.6643841260402412,0.09881641666354184
nonlinear,1213,tp,16,0.779070433248205,0.7160673612287215,0.09868177673824663
nonlinear,1213,tp,32,0.8264393132041086,0.7915386424250811,0.08949768300020125
nonlinear,1214,tp,1,0.7572308403673268,0.5485845161443952,0.026036923263215384
nonlinear,1214,tp,2,0.7699017696894553,0.5844658436436092,0.04368051199454567
nonlinear,1214,tp,4,0.7815735357660677,0.6460876497209093,0.0640677318772364
nonlinear,1214,tp,8,0.7826166193093402,0.725799619909572,0.07784171713520747
nonlinear,1214,tp,16,0.7844373337480433,0.7816049466786545,0.07566936394614598
nonlinear,1214,tp,32,0.837808488342805,0.843952802812041,0.06573048404869472
nonlinear,1215,tp,1,0.8215592629258675,0.5469347178265129,0.026879709141331126
nonlinear,1215,tp,2,0.8291761159132858,0.5971887949632045,0.04523622084325418
nonlinear,1215,tp,4,0.8336677008969612,0.6816614163394561,0.06658894024922354
nonlinear,1215,tp,8,0.8267358224535567,0.7688612412658147,0.08088857861315457
nonlinear,1215,tp,16,0.8263623461833799,0.8102732161701655,0.07878680371515728
nonlinear,1215,tp,32,0.884910031305226,0.8767760180230308,0.06618557623550081
nonlinear,1216,tp,1,0.8119324974437234,0.5341291334051618,0.030343107898727937
nonlinear,1216,tp,2,0.8184376859136938,0.601900576436885,0.05068403537081916
nonlinear,1216,tp,4,0.8185122978110521,0.6928129236915372,0.07333740441913449
nonlinear,1216,tp,8,0.8021164269858025,0.7465933536769349,0.08589453032362318
nonlinear,1216,tp,16,0.8033280145117963,0.7779186162537116,0.08264825922549307
nonlinear,1216,tp,32,0.8606992250409602,0.8370296498568733,0.0767729873617136
nonlinear,1217,tp,1,0.8834394647625124,0.48915878304747923,0.025453911738656524
nonlinear,1217,tp,2,0.8904569354743845,0.5624921383319574,0.043400738435420416
nonlinear,1217,tp,4,0.9000038732069067,0.6677306395688752,0.06478848481425203
nonlinear,1217,tp,8,0.90588921966559,0.7777590897168415,0.07883838643403122
nonlinear,1217,tp,16,0.8961429257578556,0.8412187894751468,0.07700184890438531
nonlinear,1217,tp,32,0.9160093860490607,0.8950204529994924,0.06660382402622504
nonlinear,1218,tp,1,0.8648228804052853,0.5329801304059979,0.02981206170902565
nonlinear,1218,tp,2,0.8682492434652055,0.6021991506819253,0.049560820091977494
nonlinear,1218,tp,4,0.8646202566574619,0.7069014140538113,0.07120343242709311
nonlinear,1218,tp,8,0.8401600661047499,0.786106574498606,0.08390631921634786
nonlinear,1218,tp,16,0.8202658752361853,0.8050628790056964,0.08372690700751263
nonlinear,1218,tp,32,0.8798979346443668,0.8636557779027938,0.07992960670460919
nonlinear,1219,tp,1,0.8634163652684648,0.5400749787981035,0.025383949766110202
nonlinear,1219,tp,2,0.8683655609552207,0.5938921957274982,0.043039069422088724
nonlinear,1219,tp,4,0.8667986289040773,0.6799637823773131,0.06408368540417032
nonlinear,1219,tp,8,0.8472284169235338,0.7704677219860571,0.07873665545776597
nonlinear,1219,tp,16,0.8263040449702485,0.8149615513563947,0.07712393965253789
nonlinear,1219,tp,32,0.8586959974771554,0.8624217223447852,0.06658053270150412
